시도교육청코드,시도교육청명,행정표준코드,학교명,영문학교명,학교종류명,시도명,관할조직명,설립명,도로명우편번호,도로명주소,도로명상세주소,전화번호,홈페이지주소,남녀공학구분명,팩스번호,고등학교구분명,산업체특별학급존재여부,고등학교일반전문구분명,특수목적고등학교계열명,입시전후기구분명,주야구분명,설립일자,개교기념일,수정일자
K10,강원특별자치도교육청,7892038,서원중학교,Seowon Middle School,중학교,강원특별자치도,강원특별자치도횡성교육지원청,공립,25201 ,강원도 횡성군 서원면 서원로 131,(서원면),033-342-8014,http://seowon.gwe.ms.kr/,남여공학,033-342-9707, ,N,일반계, ,전기,주간,19661213,19670320,20230913000000
K10,강원특별자치도교육청,7962032,서화중학교,Seohwa Middle School,중학교,강원특별자치도,강원특별자치도인제교육지원청,공립,24603 ,강원도 인제군 서화면 천도로 112,(서화면),033-462-4006,http://seohwa.gwe.ms.kr,남여공학,033-462-1119, ,N,일반계, ,전기,주간,19710104,19710410,20230913000000
K10,강원특별자치도교육청,7902039,석정여자중학교,Suhckchung Girls Middle School,중학교,강원특별자치도,강원특별자치도영월교육지원청,사립,26239 ,강원도 영월군 영월읍 영월로 1914-11,석정여자중학교,033-370-4500,http://sj.gwe.ms.kr/,여,033-370-4535, ,N,일반계, ,전기,주간,19610511,19611125,20230913000000
K10,강원특별자치도교육청,7952025,석천중학교,Seokcheon Middle School,중학교,강원특별자치도,강원특별자치도양구교육지원청,공립,24539 ,강원도 양구군 양구읍 박수근로 327,", 석천중학교 (양구읍)",033-480-1628,http://seokcheon.gwe.ms.kr,남여공학,033-480-1621, ,N,해당없음, ,전기,주간,19691004,19691004,20230913000000
K10,강원특별자치도교육청,7863055,설악중학교,Sorak Middle School,중학교,강원특별자치도,강원특별자치도속초양양교육지원청,공립,24839 ,강원도 속초시 미시령로 3402,/  설악중학교 (교동/설악중학교),033-634-5506,http://sorak.gwe.ms.kr,남여공학,033-634-5577, ,N,일반계, ,전기,주간,19661223,19661223,20230913000000
K10,강원특별자치도교육청,7863056,설온중학교,Seolon Middle School,중학교,강원특별자치도,강원특별자치도속초양양교육지원청,공립,24863 ,강원도 속초시 배움터길 29,(노학동/ 설온중학교),033-634-3300,http://seol-on.gwe.ms.kr/main.do,남여공학,033-631-8749, ,N,일반계, ,전기,주간,19710116,19710116,20230913000000
K10,강원특별자치도교육청,7822137,섬강중학교,SEOMGANG Middle School,중학교,강원특별자치도,강원특별자치도원주교육지원청,공립,26352 ,강원도 원주시 지정면 가곡로 40,(섬강중학교),033-904-2000,http://seomgang.gwe.ms.kr,남여공학,033-904-2325, ,N,일반계, ,전기,주간,20200301,20200302,20230913000000
K10,강원특별자치도교육청,7852025,세연중학교,Seyeon Middle School,중학교,강원특별자치도,강원특별자치도태백교육지원청,공립,26026 ,강원도 태백시 연지로33번길 26,(황지동/ 세연중학교),033-550-9212,http://seyeon.gwe.ms.kr,남여공학,033-552-2720, ,N,일반계, ,전기,주간,19691224,19700710,20230913000000
K10,강원특별자치도교육청,7812101,소양중학교,Soyang Middle School ,중학교,강원특별자치도,강원특별자치도춘천교육지원청,공립,24226 ,강원도 춘천시 사우로 10,(사농동/소양중학교),033-256-8143,http://cc-soyang.gwe.ms.kr,남여공학,033-256-8147, ,N,일반계, ,전기,주간,19550415,19550620,20230615000000
K10,강원특별자치도교육청,7863057,속초중학교,Sokcho Middle School,중학교,강원특별자치도,강원특별자치도속초양양교육지원청,공립,24845 ,강원도 속초시 미시령로 3358,(교동),033-637-4986,http://sokcho.gwe.ms.kr,남여공학,033-636-2755, ,N,일반계, ,전기,주간,19511016,19511016,20230913000000
K10,강원특별자치도교육청,7863058,속초해랑중학교,Sokcho Haerang Middle School,중학교,강원특별자치도,강원특별자치도속초양양교육지원청,공립,24842 ,강원도 속초시 번영로 81,(금호동),033-630-8500,http://shm.gwe.ms.kr,남여공학,033-635-1386, ,N,일반계, ,전기,주간,19550327,19550524,20230913000000
K10,강원특별자치도교육청,7832088,솔올중학교,Solohl Middle School,중학교,강원특별자치도,강원특별자치도강릉교육지원청,공립,25509 ,강원도 강릉시 솔올로 102,(교동),033-660-2100,http://solohl.gwe.ms.kr,남여공학,033-655-8820, ,N,해당없음, ,전기,주간,20070301,20070302,20230913000000
K10,강원특별자치도교육청,7962033,신남중학교,Sinnam Middle School,중학교,강원특별자치도,강원특별자치도인제교육지원청,공립,24648 ,강원도 인제군 남면 신남로 47-35,(남면/ 신남중고등학교),033-461-6261,http://sinnam.gwe.ms.kr,남여공학,033-461-5866, ,N,해당없음, ,전기,주간,19550329,19550401,20230615000000
K10,강원특별자치도교육청,7822138,신림중학교,Sinlim Middle School,중학교,강원특별자치도,강원특별자치도원주교육지원청,공립,26506 ,강원도 원주시 신림면 마지동길 91,/ 신림중학교 (신림면),033-762-7116,sinlim.gwe.ms.kr,남여공학,033-763-5848, ,N,일반계, ,전기,주간,19661213,19670331,20230913000000
K10,강원특별자치도교육청,7932032,신철원중학교,Sincheorwon Middle School,중학교,강원특별자치도,강원특별자치도철원교육지원청,공립,24037 ,강원도 철원군 갈말읍 명성로149번길 64,(갈말읍/ 신철원중/고등학교),033-450-1400,http://scw.gwe.ms.kr,남여공학,033-452-6772, ,N,해당없음, ,전기,주간,19551202,19551202,20230913000000
K10,강원특별자치도교육청,7812102,신포중학교,Sinpo Middle School,중학교,강원특별자치도,강원특별자치도춘천교육지원청,공립,24200 ,강원도 춘천시 사북면 토둔1길 34,  (신포중학교),033-243-2987,http://sinpo.gwe.ms.kr,남여공학,033-243-2995, ,N,일반계, ,전기,주간,19691014,19700318,20230913000000
K10,강원특별자치도교육청,7902034,쌍룡중학교,Ssangryong Middle School,중학교,강원특별자치도,강원특별자치도영월교육지원청,공립,26214 ,강원도 영월군 한반도면 쌍용삼거리길 4,(한반도면),033-372-5565,http://ssangryong.gwe.ms.kr,남여공학,033-372-5465, ,N,일반계, ,전기,주간,19691014,19700617,20230913000000
K10,강원특별자치도교육청,7892039,안흥중학교,Anheung Middle School,중학교,강원특별자치도,강원특별자치도횡성교육지원청,공립,25271 ,강원특별자치도 횡성군 안흥면 서동로 1121, ,0333424468,http://anheung.gwe.ms.kr/,남여공학,033-342-5374, ,N,일반계, ,전기,주간,19511030,19511030,20230913000000
K10,강원특별자치도교육청,7952026,양구중학교,Yanggu Middle School,중학교,강원특별자치도,강원특별자치도양구교육지원청,공립,24544 ,강원도 양구군 양구읍 중심로 115,(양구읍/양구중.고등학교),033-480-3400,http://yanggu.gwe.ms.kr,남여공학,033-482-2408, ,N,해당없음, ,전기,주간,19550329,19550329,20230913000000
K10,강원특별자치도교육청,7882060,양덕중학교,Yangdeok Middle School,중학교,강원특별자치도,강원특별자치도홍천교육지원청,공립,25108 ,강원도 홍천군 남면 새작들길 11,(남면/ 강원생활과학고등학교),033-439-3600,yangdeok.gwe.ms.kr,남여공학,033-432-3888, ,N,해당없음, ,전기,주간,19520601,19520601,20230913000000
K10,강원특별자치도교육청,7863059,양양중학교,Yangyang Middle School,중학교,강원특별자치도,강원특별자치도속초양양교육지원청,공립,25027 ,강원도 양양군 양양읍 서문3길 12,/ 양양중학교 (양양읍),033-670-0318,http://yy.gwe.ms.kr,남여공학,033-671-2271, ,N,일반계, ,전기,주간,19541231,19550410,20230913000000
K10,강원특별자치도교육청,7922040,여량중학교,Yeorang Middle School,중학교,강원특별자치도,강원특별자치도정선교육지원청,공립,26106 ,강원도 정선군 여량면 여량7길 42,(여량면/ 여량중고등학교),033-562-4124,http://yeorang.gwe.ms.kr,남여공학,033-562-0639, ,N,해당없음, ,전기,주간,19641219,19641219,20230913000000
K10,강원특별자치도교육청,7902035,연당중학교,Yeondang Middle School,중학교,강원특별자치도,강원특별자치도영월교육지원청,공립,26216 ,강원도 영월군 남면 연당로 101-8,(남면/연당중학교),033-372-1516,http://yeondang.gwe.ms.kr,남여공학,033-372-3559, ,N,일반계, ,전기,주간,19711227,19720307,20230913000000
K10,강원특별자치도교육청,7902036,영월중학교,Yeongwol Middle School,중학교,강원특별자치도,강원특별자치도영월교육지원청,공립,26227 ,강원특별자치도 영월군 영월읍 오무개길 51,"(영월읍, 영월중고등학교)",033-370-5010,http://ywhelp.gwe.ms.kr,남,033-370-5007, ,N,해당없음, ,전기,주간,19460819,19460819,20230913000000
K10,강원특별자치도교육청,7842037,예람중학교,Yeram Middle School,중학교,강원특별자치도,강원특별자치도동해교육지원청,공립,25814 ,강원도 동해시 선돌길 21,(북평동),033-520-5682,http://yeram.gwe.ms.kr,남여공학,033-522-3363, ,N,일반계, ,전기,주간,19610308,19610426,20230913000000
K10,강원특별자치도교육청,7832089,옥계중학교,Okgye Middle School,중학교,강원특별자치도,강원특별자치도강릉교육지원청,공립,25636 ,강원도 강릉시 옥계면 천남길 38-13,/ 옥계중학교 (옥계면),033-534-7614,http://okgye.gwe.ms.kr/,남여공학,033-534-0062, ,N,일반계, ,전기,주간,19540510,19540627,20230913000000
K10,강원특별자치도교육청,7902037,옥동중학교,Okdong Middle School,중학교,강원특별자치도,강원특별자치도영월교육지원청,공립,26245 ,강원도 영월군 김삿갓면 영월동로 1664,(김삿갓면/옥동중학교),033-372-9047,http://ok.gwe.ms.kr,남여공학,033-372-4513, ,N,일반계, ,전기,주간,19711231,19731008,20230913000000
K10,강원특별자치도교육청,7832090,왕산중학교,Wangsan Middle School,중학교,강원특별자치도,강원특별자치도강릉교육지원청,공립,25639 ,강원도 강릉시 왕산면 백두대간로 2005,(왕산면/ 왕산중학교),033-647-8775,http://wangsan.gwe.ms.kr,남여공학,033-647-8769, ,N,일반계, ,전기,주간,19491005,19700609,20230913000000
K10,강원특별자치도교육청,7912043,용전중학교,Yongjeon Middle School,중학교,강원특별자치도,강원특별자치도평창교육지원청,공립,25313 ,강원도 평창군 용평면 도사길 9,/ 용전중학교 (용평면),033-332-5021,http://yongjeon.gwe.ms.kr,남여공학,033-332-5022, ,N,일반계, ,전기,주간,19711227,19711227,20230913000000
K10,강원특별자치도교육청,7952027,용하중학교,Yongha Middle School,중학교,강원특별자치도,강원특별자치도양구교육지원청,공립,24554 ,강원도 양구군 국토정중앙면 정중앙로,/ 658번길 19 (국토정중앙면/ 용하중학교),033-481-7903,http://yh.gwe.ms.kr,남여공학,033-481-8901, ,N,일반계, ,전기,주간,19821129,19821129,20230913000000
K10,강원특별자치도교육청,7812111,우석중학교,Wooseok Middle School,중학교,강원특별자치도,강원특별자치도춘천교육지원청,공립,24320 ,강원도 춘천시 우석로101번길 17,(석사동),033-269-3300,http://wooseok.gwe.ms.kr,남여공학,033-261-2133, ,N,일반계, ,전기,주간,19960919,20000614,20230913000000
K10,강원특별자치도교육청,7892040,우천중학교,Ucheon Middle School,중학교,강원특별자치도,강원특별자치도횡성교육지원청,공립,25249 ,강원도 횡성군 우천면 수남로59번길 37,(우천면),033-342-4860,http://ucheon.gwe.ms.kr,남여공학,033-342-7370, ,N,일반계, ,전기,주간,19540510,19540510,20230913000000
K10,강원특별자치도교육청,7872042,원덕중학교,Wondeok Middle School,중학교,강원특별자치도,강원특별자치도삼척교육지원청,공립,25961 ,강원도 삼척시 원덕읍 삼척로 480,", 원덕중학교 (원덕읍)",033-571-5200,http://wondeok.gwe.ms.kr/,남여공학,033-573-6864, ,N,일반계, ,전기,주간,19520702,19520702,20230913000000
K10,강원특별자치도교육청,7822150,원주대성중학교,Wonjudaesung Middle School,중학교,강원특별자치도,강원특별자치도원주교육지원청,사립,26385 ,강원도 원주시 북원로 2001,(무실동/대성중.고등학교),033-737-6420,wjdaeseong.gwe.ms.kr/main.go ,남,033-762-1140, ,N,일반계, ,전기,주간,19550406,19550406,20230913000000
K10,강원특별자치도교육청,7822151,원주삼육중학교,Wonju Samhyook Middle School,중학교,강원특별자치도,강원특별자치도원주교육지원청,사립,26395 ,강원도 원주시 북원로 1996,(무실동),033-749-6408,http://wonju36.gwe.ms.kr,남여공학,033-749-6419, ,N,일반계, ,전기,주간,19630311,19630311,20230913000000
K10,강원특별자치도교육청,7822139,원주여자중학교,Wonju Girls Middle School,중학교,강원특별자치도,강원특별자치도원주교육지원청,공립,26439 ,강원도 원주시 단구로 147,/ 원주여자중학교 (명륜동),033-764-1614,http://wjgm.gwe.ms.kr,여,033-764-6142, ,N,일반계, ,전기,주간,19450921,19450921,20230913000000
K10,강원특별자치도교육청,7822140,원주중학교,Wonju Middle School,중학교,강원특별자치도,강원특별자치도원주교육지원청,공립,26445 ,강원도 원주시 치악로 1724,(단구동/ 원주중학교),033-763-5174,http://wjm.gwe.ms.kr/,남,033-763-5176, ,N,일반계, ,전기,주간,19480930,19480930,20230913000000
K10,강원특별자치도교육청,7822152,원주중학교부설방송통신중학교,원주중학교부설방송통신중학교,방송통신중학교,강원특별자치도,강원특별자치도원주교육지원청,공립,26445 ,강원도 원주시 치악로 1724,/ 원주중학교부설방송통신중학교 (단구동/ 원주중학교),033-763-5172,http://wjm.gwe.ms.kr,남여공학,033-763-5176, ,N, , ,전기,주간,20150302,20150302,20230913000000
K10,강원특별자치도교육청,7962034,원통중학교,Wontong Middle School,중학교,강원특별자치도,강원특별자치도인제교육지원청,공립,24614 ,강원도 인제군 북면 원통로 285,(북면),033-460-8889,http://wontong.gwe.ms.kr,남여공학,033-460-8807, ,N,해당없음, ,전기,주간,19670908,19680312,20230615000000
K10,강원특별자치도교육청,7812109,유봉여자중학교,Yubong Girls Middle School,중학교,강원특별자치도,강원특별자치도춘천교육지원청,사립,24263 ,강원도 춘천시 봉의산길22번길 28,/ 유봉여자중학교 (교동/ 유봉여자중학교),033-255-6019,yubong.gwe.ms.kr,여,033-243-3012, ,N,일반계, ,전기,주간,19641230,19651224,20230913000000
K10,강원특별자치도교육청,7822141,육민관중학교,Yukminkwan Middle School,중학교,강원특별자치도,강원특별자치도원주교육지원청,사립,26403 ,강원도 원주시 흥업면 북원로 1800,(흥업면/육민관중학교),033-763-8632,http://ymk.gwe.ms.kr/,남여공학,033-766-5101, ,N,일반계, ,전기,주간,19490622,19460315,20230913000000
K10,강원특별자치도교육청,7832091,율곡중학교,Yulgok Middle School,중학교,강원특별자치도,강원특별자치도강릉교육지원청,공립,25493 ,강원도 강릉시 가작로 125,(교동),033-610-5205,http://yulgok-m.gwe.ms.kr,남여공학,033-645-1267, ,N,일반계, ,전기,주간,19861025,19861025,20230913000000
K10,강원특별자치도교육청,7962035,인제중학교,Inje Middle School,중학교,강원특별자치도,강원특별자치도인제교육지원청,공립,24630 ,강원도 인제군 인제읍 인제로231번길 12,(인제읍/ 인제중학교),033-460-0521,http://inje.gwe.ms.kr,남여공학,033-463-0600, ,N,해당없음, ,전기,주간,19540510,19540901,20230913000000
K10,강원특별자치도교육청,7922041,임계중학교,Imgye Middle School,중학교,강원특별자치도,강원특별자치도정선교육지원청,공립,26113 ,강원 정선군 임계면 백두대간로 1313,(임계면),033-562-6115,http://imgye.gwe.ms.kr,남여공학,033-562-3605, ,N,해당없음, ,전기,주간,19520702,19520702,20230913000000
K10,강원특별자치도교육청,7872043,임원중학교,Imwon Middle School,중학교,강원특별자치도,강원특별자치도삼척교육지원청,공립,25956 ,강원도 삼척시 원덕읍 삼척로 1313,"(원덕읍, 임원중학교)",033-572-5104,http://imwon.gwe.ms.kr,남여공학,033-572-0816, ,N,일반계, ,전기,주간,19701231,19701231,20231022000000
K10,강원특별자치도교육청,7922042,정선중학교,Jeongseon Middle School,중학교,강원특별자치도,강원특별자치도정선교육지원청,공립,26131 ,강원도 정선군 정선읍 봉양4길 15,/ 정선중학교 (정선읍),033-562-0933,jeongseon.gwe.ms.kr,남여공학,033-562-0556, ,N,해당없음, ,전기,주간,19460716,19461025,20230913000000
K10,강원특별자치도교육청,7832092,주문진중학교,Jumunjin Middle School,중학교,강원특별자치도,강원특별자치도강릉교육지원청,공립,25424 ,강원도 강릉시 주문진읍 연주로 294,/ 주문진중학교 (주문진읍),033-660-6200,http://jumunjin.gwe.ms.kr,남여공학,033-661-8017, ,N,일반계, ,전기,주간,19510831,19510901,20230913000000
K10,강원특별자치도교육청,7902038,주천중학교,Jucheon Middle School,중학교,강원특별자치도,강원특별자치도영월교육지원청,공립,26203 ,강원도 영월군 주천면 주천로89번길 41,(주천면/주천중・고등학교),033-370-6000,http://jucheon.gwe.ms.kr/,남여공학,033-370-6090, ,N,해당없음, ,전기,주간,19460905,19460905,20230913000000
K10,강원특별자치도교육청,7822142,지정중학교,Jijeong Middle School,중학교,강원특별자치도,강원특별자치도원주교육지원청,공립,26359 ,강원도 원주시 지정면 능골길 19,(지정면/ 지정중학교),033-731-6416,http://ji-jeong.gwe.ms.kr,남여공학,033-732-8430, ,N,일반계, ,전기,주간,19691014,19691014,20230913000000
K10,강원특별자치도교육청,7822143,진광중학교,Jinkwang Middle School,중학교,강원특별자치도,강원특별자치도원주교육지원청,사립,26338 ,강원도 원주시 진광길 50,/ 진광중학교 (우산동/ 진광중고등학교),033-742-3831,http://jinkwang.gwe.ms.kr,남여공학,033-746-3440, ,N,일반계, ,전기,주간,19690327,19670926,20230913000000
K10,강원특별자치도교육청,7912044,진부중학교,Jinbu Middle School,중학교,강원특별자치도,강원특별자치도평창교육지원청,공립,25333 ,강원도 평창군 진부면 솔천길 69,(진부면/진부중.고등학교),033-335-7209,jinbu.gwe.ms.kr,남여공학,033-336-7444, ,N,해당없음, ,전기,주간,19520702,19520702,20230913000000
K10,강원특별자치도교육청,7812103,창촌중학교,Changchon Middle School,중학교,강원특별자치도,강원특별자치도춘천교육지원청,공립,24465 ,강원도 춘천시 남산면 강촌로 136,(남산면/ 창촌중학교),033-261-0006,http://ccms.gwe.ms.kr/,남여공학,033-261-9581, ,N,일반계, ,전기,주간,19520610,19520610,20230913000000
K10,강원특별자치도교육청,7852026,철암중학교,Cholam Middle School,중학교,강원특별자치도,강원특별자치도태백교육지원청,공립,26046 ,강원특별자치도 태백시 상철암길 10-32,(철암동),033-580-9100,http://cholamgagio.gwe.ms.kr,남여공학,033-580-9150, ,N,일반계, ,전기,주간,19640111,19641005,20230913000000
K10,강원특별자치도교육청,7932033,철원여자중학교,Cheorwon Girls Middle School,중학교,강원특별자치도,강원특별자치도철원교육지원청,공립,24013 ,강원도 철원군 동송읍 이평로123번길 40,"(동송읍, 철원여자중고등학교)",033-455-6327,http://cwg.gwe.ms.kr,여,033-455-8143, ,N,해당없음, ,전기,주간,19791120,19791120,20230913000000
K10,강원특별자치도교육청,7932034,철원중학교,Cheorwon Middle School,중학교,강원특별자치도,강원특별자치도철원교육지원청,공립,24006 ,강원도 철원군 철원읍 금학로251번안길 12,"(철원읍, 철원중고교)",033-455-6324,http://cheorwon.gwe.ms.kr/,남,033-455-8074, ,N,해당없음, ,전기,주간,19550815,19550815,20230913000000
K10,강원특별자치도교육청,7872044,청아중학교,Cheong-A Middle School,중학교,강원특별자치도,강원특별자치도삼척교육지원청,공립,25916 ,강원도 삼척시 성당길 63-7,(당저동),033-571-2004,https://ca.gwe.ms.kr,남여공학,033-574-1031, ,N,일반계, ,전기,주간,19461219,19461219,20230913000000
K10,강원특별자치도교육청,7892041,청일중학교,Cheongil Middle School,중학교,강원특별자치도,강원특별자치도횡성교육지원청,공립,25254 ,강원도 횡성군 청일면 청정로 807,/ 청일중학교 (청일면/ 청일중학교),033-342-8892~4,http://cheongil.gwe.ms.kr,남여공학,033-342-9165, ,N,일반계, ,전기,주간,19690222,19691014,20230913000000
K10,강원특별자치도교육청,7812104,춘성중학교,Chunseong Middle School,중학교,강원특별자치도,강원특별자치도춘천교육지원청,공립,24206 ,강원도 춘천시 신북읍 율문길 95-8,(신북읍/춘성중학교),033-243-3672,http://chunseong.gwe.ms.kr,남여공학,033-242-3672, ,N,일반계, ,전기,주간,19480531,19480531,20230913000000
K10,강원특별자치도교육청,7812105,춘천중학교,Chuncheon Middle School,중학교,강원특별자치도,강원특별자치도춘천교육지원청,공립,24359 ,강원도 춘천시 공지로 442-10,(중앙로3가),033-254-2803,http://chuncms.gwe.ms.kr,남여공학,033-251-9176, ,N,일반계, ,전기,주간,19240331,19240425,20230913000000
K10,강원특별자치도교육청,7822144,치악중학교,Chiak Middle School,중학교,강원특별자치도,강원특별자치도원주교육지원청,공립,26410 ,강원도 원주시 원문로137번길 36,(단계동/ 치악중학교),033-740-9870,http://chiak.gwe.ms.kr,남여공학,033-742-3510, ,N,일반계, ,전기,주간,19860607,19860607,20230913000000
K10,강원특별자치도교육청,7852027,태백중학교,Taebaek Middle School,중학교,강원특별자치도,강원특별자치도태백교육지원청,공립,26047 ,강원도 태백시 하장성1길 10,(장성동/ 태백중학교),033-580-8414,http://taebaek.gwe.ms.kr/,남여공학,033-581-7397, ,N,일반계, ,전기,주간,19480624,19480624,20230913000000
K10,강원특별자치도교육청,7822145,태장중학교,Taejang Middle School,중학교,강원특별자치도,강원특별자치도원주교육지원청,공립,26323 ,강원도 원주시 치악로 2006,(태장동/ 태장중학교),033-747-9620,http://tj.gwe.ms.kr,남여공학,033-747-9630, ,N,해당없음, ,전기,주간,20070301,20070601,20230913000000
K10,강원특별자치도교육청,7812106,퇴계중학교,toegye middle school,중학교,강원특별자치도,강원특별자치도춘천교육지원청,공립,24448 ,강원도 춘천시 안마산로 123,(퇴계동/ 퇴계초중학교),033-818-4014,http://tgschool.gwe.sc.kr,남여공학,033-818-4015, ,N,해당없음, ,전기,주간,20210301,20210301,20230913000000
K10,강원특별자치도교육청,7882065,팔렬중학교,Pallyeol Middle School,중학교,강원특별자치도,강원특별자치도홍천교육지원청,사립,25162 ,강원도 홍천군 내촌면 동창로 207,(내촌면/팔렬중학교),033-435-6324, http://pallyeol.gwe.ms.kr ,남여공학,033-435-6325, ,N,해당없음, ,전기,주간,19630226,19630226,20230913000000
K10,강원특별자치도교육청,7822146,평원중학교,Pyeongwon Middle School,중학교,강원특별자치도,강원특별자치도원주교육지원청,공립,26475 ,강원도 원주시 무실로 222,(단계동),033-732-6223,http://pyongwon.gwe.ms.kr,남여공학,033-746-6790, ,N,일반계, ,전기,주간,19930301,19930301,20230913000000
K10,강원특별자치도교육청,7912045,평창중학교,Pyeongchang Middle School,중학교,강원특별자치도,강원특별자치도평창교육지원청,공립,25375 ,강원도 평창군 평창읍 노성로 145,(평창읍),033-339-7900,http://gwpce.gwe.ms.kr,남여공학,033-333-9566, ,N,일반계, ,전기,주간,19460820,19460820,20230913000000
K10,강원특별자치도교육청,7842038,하랑중학교,Harang Middle School,중학교,강원특별자치도,강원특별자치도동해교육지원청,공립,25713 ,강원도 동해시 발한로 347,(발한동/ 하랑중학교),033-530-7600,http://harang.gwe.ms.kr/,남여공학,033-533-9642, ,N,일반계, ,전기,주간,19670809,19670809,20230913000000
K10,강원특별자치도교육청,7832082,하슬라중학교,Haslla Middle School,중학교,강원특별자치도,강원특별자치도강릉교육지원청,공립,25478 ,강원도 강릉시 보래미길 9,/ 하슬라중학교 (포남동),033-660-8800,http://hsl.gwe.ms.kr,남여공학,033-653-7776, ,N,일반계, ,전기,주간,19801128,19811002,20230913000000
K10,강원특별자치도교육청,7872045,하장중학교,Hajang Middle School,중학교,강원특별자치도,강원특별자치도삼척교육지원청,공립,25901 ,강원도 삼척시 하장면 백두대간로 2600,", 하장중학교 (하장면)",033-550-9530,http://hjms.gwe.ms.kr,남여공학,033-550-9502, ,N,해당없음, ,전기,주간,19690222,19690222,20230913000000
K10,강원특별자치도교육청,7822153,학력인정 한국YMCA원주중학교(야간),학력인정 한국YMCA원주중학교(야간),평생학교(중)-2년6학기,강원특별자치도,강원특별자치도원주교육지원청,사립,26475 ,강원도 원주시 서원대로 234,(단계동/ 원주시 청소년수련관(원주YMCA)),033-742-7250,http://,남여공학,033-742-7251, ,N,일반계, ,전기,야간,20090301,20090301,20230913000000
K10,강원특별자치도교육청,7822147,학성중학교,Hakseong Middle School,중학교,강원특별자치도,강원특별자치도원주교육지원청,공립,26417 ,강원도 원주시 동진골2길 24,(일산동/ 학성중학교),033-731-1182,http://hakseong.gwe.ms.kr/,남여공학,033-731-1447, ,N,일반계, ,전기,주간,19560207,19560207,20230913000000
K10,강원특별자치도교육청,7882061,한서중학교,Hanseo Middle School,중학교,강원특별자치도,강원특별자치도홍천교육지원청,공립,25100 ,강원도 홍천군 서면 보리울길 3,(서면/ 한서중학교),033-434-0066,http://hsm.gwe.ms.kr,남여공학,033-434-0920, ,N,일반계, ,전기,주간,19540705,19540705,20230615000000
K10,강원특별자치도교육청,7922043,함백중학교,Hambaek Middle School,중학교,강원특별자치도,강원특별자치도정선교육지원청,공립,26141 ,강원도 정선군 신동읍 함백로 376,(신동읍),033-370-0101,hambaek.gwe.ms.kr/,남여공학,033-378-0065, ,N,해당없음, ,전기,주간,19611231,19620420,20230913000000
K10,강원특별자치도교육청,7852028,함태중학교,Hamtae Middle School,중학교,강원특별자치도,강원특별자치도태백교육지원청,공립,26036 ,강원도 태백시 번영로 11,(황지동),033-550-1160,http://hamtae.gwe.ms.kr,남여공학,033-553-2840, ,N,일반계, ,전기,주간,19861127,19870506,20230913000000
K10,강원특별자치도교육청,7952028,해안중학교,Haean Middle School,중학교,강원특별자치도,강원특별자치도양구교육지원청,공립,24563 ,강원도 양구군 해안면 펀치볼로 1279,(해안면),033-480-1702,http://haean.gwe.ms.kr,남여공학,033-481-8078, ,N,일반계, ,전기,주간,19790308,19790308,20230913000000
K10,강원특별자치도교육청,7863060,현남중학교,Hyunnam Middle School,중학교,강원특별자치도,강원특별자치도속초양양교육지원청,공립,25056 ,강원도 양양군 현남면 매호길 14,(현남면),033-671-6106,http://hyunnam.gwe.ms.kr,남여공학,033-671-6141, ,N,일반계, ,전기,주간,19530424,19530424,20230615000000
K10,강원특별자치도교육청,7863061,현북중학교,Hyunbuk Middle School,중학교,강원특별자치도,강원특별자치도속초양양교육지원청,공립,25046 ,강원도 양양군 현북면 송이로 254,(현북면),033-672-8739,http://hyunbuk.gwe.ms.kr,남여공학,033-672-8741, ,N,일반계, ,전기,주간,19671028,19671028,20230913000000
K10,강원특별자치도교육청,7822148,호저중학교,Hojeo Middle School,중학교,강원특별자치도,강원특별자치도원주교육지원청,공립,26303 ,강원도 원주시 호저면 호저로 507,/ 호저중학교 (호저면),033-731-0351,http://hojeo.gwe.ms.kr,남여공학,033-732-2338, ,N,일반계, ,전기,주간,19700301,19700509,20230913000000
K10,강원특별자치도교육청,7882062,홍천여자중학교,Hongcheon Girls Middle School,중학교,강원특별자치도,강원특별자치도홍천교육지원청,공립,25128 ,강원도 홍천군 홍천읍 갈마로11길 12,(홍천읍/ 홍천여자중학교),033-430-9806,http://hongcheongm.gwe.ms.kr,여,033-430-9809, ,N,일반계, ,전기,주간,19550309,19550309,20230913000000
K10,강원특별자치도교육청,7882063,홍천중학교,Hongcheon Middle School,중학교,강원특별자치도,강원특별자치도홍천교육지원청,공립,25121 ,강원도 홍천군 홍천읍 석화로 109-10,/ 홍천중학교 (홍천읍),033-434-7475,hongcheonm.gwe.ms.kr,남,033-434-4810, ,N,일반계, ,전기,주간,19510901,19510901,20230913000000
K10,강원특별자치도교육청,7922044,화동중학교,Hwadong Middle School,중학교,강원특별자치도,강원특별자치도정선교육지원청,공립,26116 ,강원특별자치도 정선군 화암면 그림바위길 50,(화암면),033-562-2031,http://k-hwadong.gwe.ms.kr,남여공학,033-563-2035, ,N,일반계, ,전기,주간,19540510,19541101,20230913000000
K10,강원특별자치도교육청,7942033,화천중학교,Hwacheon Middle School,중학교,강원특별자치도,강원특별자치도화천교육지원청,공립,24140 ,강원도 화천군 하남면 춘화로 3348-9,/ 화천중학교 (하남면),033-440-1822,http://hwacheon.gwe.ms.kr,남여공학,033-441-1785, ,N,해당없음, ,전기,주간,19541105,19541105,20230913000000
